,x,y,Phi
367,0.042502564286828165,-0.0423501125033221,-1.0
368,0.0425134327235189,-0.042339202142492385,-1.0
369,0.042524298359532295,-0.04232828899246317,-1.0
370,0.042535161194152515,-0.0423173730539534,-1.0
371,0.04254602122666397,-0.042306454327682194,-1.0
372,0.042556878456351206,-0.042295532814368826,-1.0
373,0.042567732882498995,-0.0422846085147328,-1.0
374,0.04257858450439226,-0.042273681429493774,-1.0
375,0.042589433321316136,-0.0422627515593716,-1.0
376,0.04260027933255593,-0.042251818905086294,-1.0
377,0.04261112253739712,-0.0422408834673581,-1.0
378,0.04262196293512541,-0.04222994524690739,-1.0
379,0.04263280052502662,-0.042219004244454766,-1.0
380,0.04264363530638684,-0.04220806046072098,-1.0
381,0.04265446727849227,-0.04219711389642699,-1.0
382,0.04266529644062935,-0.04218616455229392,-1.0
383,0.042676122792084666,-0.042175212429043096,-1.0
384,0.04268694633214502,-0.042164257527396005,-1.0
385,0.04269776706009737,-0.04215329984807433,-1.0
386,0.04270858497522889,-0.04214233939179994,-1.0
387,0.042719400076826904,-0.04213137615929488,-1.0
388,0.042730212364178954,-0.04212041015128138,-1.0
389,0.04274102183657275,-0.042109441368481854,-1.0
390,0.042751828493296194,-0.0420984698116189,-1.0
391,0.04276263233363736,-0.042087495481415285,-1.0
392,0.04277343335688454,-0.042076518378593976,-1.0
393,0.042784231562326164,-0.042065538503878126,-1.0
394,0.0427950269492509,-0.042054555857991054,-1.0
395,0.04280581951694754,-0.04204357044165626,-1.0
396,0.04281660926470514,-0.04203258225559746,-1.0
397,0.04282739619181287,-0.042021591300538494,-1.0
398,0.04283818029756012,-0.04201059757720344,-1.0
399,0.04284896158123645,-0.04199960108631655,-1.0
400,0.042859740042131646,-0.04198860182860221,-1.0
401,0.04287051567953562,-0.04197759980478505,-1.0
402,0.04288128849273852,-0.041966595015589844,-1.0
403,0.04289205848103066,-0.041955587461741564,-1.0
404,0.04290282564370252,-0.04194457714396536,-1.0
405,0.042913589980044804,-0.04193356406298656,-1.0
406,0.04292435148934839,-0.041922548219530675,-1.0
407,0.04293511017090432,-0.041911529614323415,-1.0
408,0.04294586602400384,-0.04190050824809065,-1.0
409,0.0429566190479384,-0.04188948412155843,-1.0
410,0.0429673692419996,-0.04187845723545301,-1.0
411,0.042978116605479254,-0.04186742759050081,-1.0
412,0.04298886113766935,-0.041856395187428425,-1.0
413,0.04299960283786207,-0.04184536002696265,-1.0
414,0.04301034170534976,-0.04183432210983047,-1.0
415,0.043021077739425,-0.04182328143675901,-1.0
416,0.04303181093938051,-0.041812238008475604,-1.0
417,0.043042541304509206,-0.04180119182570778,-1.0
418,0.0430532688341042,-0.041790142889183216,-1.0
419,0.04306399352745882,-0.04177909119962981,-1.0
420,0.04307471538386651,-0.0417680367577756,-1.0
421,0.04308543440262097,-0.04175697956434882,-1.0
422,0.043096150583016045,-0.041745919620077905,-1.0
423,0.043106863924345776,-0.041734856925691455,-1.0
424,0.04311757442590441,-0.04172379148191825,-1.0
425,0.04312828208698635,-0.04171272328948725,-1.0
426,0.043138986906886216,-0.0417016523491276,-1.0
427,0.04314968888489879,-0.041690578661568625,-1.0
428,0.04316038802031907,-0.041679502227539834,-1.0
429,0.0431710843124422,-0.04166842304777092,-1.0
430,0.04318177776056356,-0.041657341122991735,-1.0
431,0.04319246836397867,-0.04164625645393234,-1.0
432,0.04320315612198327,-0.04163516904132297,-1.0
433,0.04321384103387329,-0.04162407888589403,-1.0
434,0.04322452309894481,-0.0416129859883761,-1.0
435,0.043235202316494144,-0.04160189034949998,-1.0
436,0.04324587868581776,-0.04159079196999659,-1.0
437,0.043256552206212336,-0.04157969085059708,-1.0
438,0.04326722287697471,-0.04156858699203277,-1.0
439,0.04327789069740194,-0.04155748039503514,-1.0
440,0.04328855566679126,-0.04154637106033587,-1.0
441,0.04329921778444008,-0.041535258988666814,-1.0
442,0.043309877049646006,-0.04152414418076001,-1.0
443,0.04332053346170684,-0.04151302663734767,-1.0
444,0.04333118701992056,-0.0415019063591622,-1.0
445,0.04334183772358534,-0.041490783346936164,-1.0
446,0.04335248557199952,-0.04147965760140231,-1.0
447,0.04336313056446167,-0.041468529123293595,-1.0
448,0.04337377270027053,-0.04145739791334312,-1.0
449,0.04338441197872499,-0.041446263972284195,-1.0
450,0.04339504839912419,-0.041435127300850284,-1.0
451,0.043405681960767425,-0.04142398789977504,-1.0
452,0.043416312662954176,-0.04141284576979231,-1.0
